Incident Title,Severity,Incident Date,Location,Reported By,Incident Type,Incident Category,Brief of Incident,Action Taken,Incident Status,Closed On
T2,Critical,12/08/2025 23:00,Zone 1,VELMURUGAN Sri,Property,Recovery,System Slowness occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,
System Slowness,Medium,05/02/2025 04:00,Zone 5,Admin,Network,Failure,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,15/02/2025 04:00
Network Outage,Critical,04/09/2025 08:00,Zone 2,Team A,People,Performance,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,
Login Issue,Medium,13/06/2025 02:00,Zone 5,Team A,People,Traffic,Incident Test occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
Test,Low,12/05/2025 19:00,Zone 3,Admin,People,Performance,DB Failure occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
High Traffic,High,01/10/2025 02:00,Zone 5,VELMURUGAN Sri,People,Traffic,High Traffic occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
DB Failure,Medium,14/02/2025 07:00,Zone 1,Team A,Property,Traffic,DB Failure occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Network Outage,Medium,26/02/2025 20:00,Zone 5,Admin,System,Performance,Network Outage occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,
High alert,High,28/01/2025 13:00,Zone 3,VELMURUGAN Sri,Property,Recovery,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,Closed,30/01/2025 13:00
System Slowness,Critical,26/06/2025 06:00,Zone 4,Admin,Property,Sabotage,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,Open,29/06/2025 06:00
Login Issue,Low,04/11/2025 10:00,Zone 4,VELMURUGAN Sri,Property,Performance,Login Issue occurred in Zone 2.,Issue investigated. Status: Open.,Closed,13/11/2025 10:00
High alert,Medium,15/05/2025 12:00,Zone 4,Monitoring Bot,Property,Failure,DB Failure occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
Login Issue,Medium,11/09/2025 04:00,Zone 3,Team A,Network,Traffic,Email Delay occurred in Zone 1.,Issue investigated. Status: Open.,Open,15/09/2025 04:00
High Traffic,High,04/10/2025 14:00,Zone 3,Admin,System,Failure,Email Delay occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,07/10/2025 14:00
Test,Medium,19/03/2025 18:00,Zone 1,VELMURUGAN Sri,Network,Performance,High alert occurred in Zone 3.,Issue investigated. Status: Open.,Open,28/03/2025 18:00
T2,Critical,16/02/2025 02:00,Zone 5,Monitoring Bot,System,Performance,Test occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,21/02/2025 02:00
DB Failure,Low,16/08/2025 00:00,Zone 4,VELMURUGAN Sri,Property,Recovery,Network Outage occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,
Email Delay,High,06/05/2025 15:00,Zone 2,Admin,People,Sabotage,Test occurred in Zone 3.,Issue investigated. Status: Open.,Closed,
System Slowness,High,19/10/2025 10:00,Zone 5,Admin,Property,Recovery,Test occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,
Email Delay,Medium,14/08/2025 00:00,Zone 2,Operator 1,Network,Recovery,Network Outage occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,14/08/2025 00:00
DB Failure,Low,14/02/2025 14:00,Zone 1,VELMURUGAN Sri,System,Failure,High alert occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,15/02/2025 14:00
Email Delay,Medium,01/06/2025 09:00,Zone 4,Operator 1,Network,Performance,T2 occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,
T2,Medium,02/07/2025 14:00,Zone 2,VELMURUGAN Sri,Property,Recovery,Network Outage occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,
High alert,High,18/06/2025 11:00,Zone 3,Operator 1,Property,Recovery,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,In Progress,
T2,High,16/03/2025 12:00,Zone 2,Monitoring Bot,Property,Recovery,High alert occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
Incident Test,Medium,08/04/2025 08:00,Zone 3,Team A,System,Traffic,Login Issue occurred in Zone 5.,Issue investigated. Status: Open.,Open,
High alert,Low,25/11/2025 09:00,Zone 2,Team A,Network,Recovery,Login Issue occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,
DB Failure,Critical,19/05/2025 12:00,Zone 1,Admin,Network,Performance,System Slowness occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,26/05/2025 12:00
Test,Critical,28/04/2025 03:00,Zone 5,VELMURUGAN Sri,Property,Traffic,Network Outage occurred in Zone 3.,Issue investigated. Status: Open.,Open,
Incident Test,Low,20/06/2025 02:00,Zone 4,VELMURUGAN Sri,System,Traffic,Login Issue occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,22/06/2025 02:00
DB Failure,Critical,08/01/2025 18:00,Zone 4,Admin,System,Recovery,Login Issue occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,12/01/2025 18:00
High Traffic,High,23/04/2025 15:00,Zone 2,Team A,Network,Sabotage,High Traffic occurred in Zone 5.,Issue investigated. Status: Closed.,Open,01/05/2025 15:00
T2,Medium,07/11/2025 21:00,Zone 2,Operator 1,Property,Failure,High alert occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,
Test,Medium,12/05/2025 11:00,Zone 5,VELMURUGAN Sri,System,Sabotage,System Slowness occurred in Zone 1.,Issue investigated. Status: Closed.,Open,
Login Issue,Low,12/03/2025 04:00,Zone 1,Operator 1,People,Sabotage,System Slowness occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,22/03/2025 04:00
Test,Critical,17/01/2025 19:00,Zone 3,Operator 1,Property,Performance,DB Failure occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,25/01/2025 19:00
T2,Critical,25/11/2025 03:00,Zone 3,Monitoring Bot,System,Performance,High alert occurred in Zone 4.,Issue investigated. Status: Open.,Open,01/12/2025 03:00
Incident Test,Medium,02/11/2025 11:00,Zone 4,Operator 1,People,Sabotage,Email Delay occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,07/11/2025 11:00
High alert,Critical,24/05/2025 12:00,Zone 4,Admin,Property,Failure,Login Issue occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,29/05/2025 12:00
T2,High,13/08/2025 21:00,Zone 1,VELMURUGAN Sri,System,Failure,Login Issue occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,
High Traffic,Low,19/09/2025 13:00,Zone 3,Team A,People,Performance,Test occurred in Zone 1.,Issue investigated. Status: Closed.,Open,
Email Delay,High,15/04/2025 00:00,Zone 1,VELMURUGAN Sri,People,Recovery,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,
Login Issue,High,12/06/2025 01:00,Zone 4,Operator 1,Property,Performance,System Slowness occurred in Zone 2.,Issue investigated. Status: Open.,Closed,12/06/2025 01:00
Login Issue,Low,08/06/2025 22:00,Zone 2,Admin,Property,Recovery,System Slowness occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,
High alert,High,19/01/2025 22:00,Zone 2,Team A,Network,Performance,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
DB Failure,Critical,05/03/2025 14:00,Zone 2,VELMURUGAN Sri,System,Failure,System Slowness occurred in Zone 3.,Issue investigated. Status: Open.,Closed,15/03/2025 14:00
Incident Test,Medium,12/03/2025 22:00,Zone 4,Operator 1,Property,Recovery,Login Issue occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
High Traffic,Low,27/07/2025 05:00,Zone 3,Monitoring Bot,Property,Failure,T2 occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,04/08/2025 05:00
System Slowness,Low,12/11/2025 00:00,Zone 1,Operator 1,Network,Sabotage,Login Issue occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,14/11/2025 00:00
System Slowness,Low,04/10/2025 17:00,Zone 5,Team A,People,Recovery,Email Delay occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,
Incident Test,High,12/04/2025 18:00,Zone 5,VELMURUGAN Sri,People,Performance,DB Failure occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,17/04/2025 18:00
High Traffic,Critical,27/05/2025 11:00,Zone 5,VELMURUGAN Sri,Property,Traffic,DB Failure occurred in Zone 5.,Issue investigated. Status: Closed.,Open,
DB Failure,Low,05/05/2025 04:00,Zone 3,Monitoring Bot,Network,Sabotage,High Traffic occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,05/05/2025 04:00
High alert,Medium,11/11/2025 15:00,Zone 1,Admin,Property,Traffic,Incident Test occurred in Zone 4.,Issue investigated. Status: Closed.,Open,14/11/2025 15:00
Network Outage,High,24/10/2025 16:00,Zone 3,Monitoring Bot,Network,Traffic,System Slowness occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,
Email Delay,Medium,05/06/2025 02:00,Zone 5,VELMURUGAN Sri,System,Recovery,T2 occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,06/06/2025 02:00
DB Failure,Medium,01/01/2025 20:00,Zone 3,VELMURUGAN Sri,System,Recovery,Incident Test occurred in Zone 3.,Issue investigated. Status: Closed.,Open,09/01/2025 20:00
Incident Test,Low,31/03/2025 08:00,Zone 1,Monitoring Bot,System,Traffic,T2 occurred in Zone 3.,Issue investigated. Status: Open.,Open,
Incident Test,Low,12/05/2025 23:00,Zone 4,Monitoring Bot,Property,Recovery,T2 occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,15/05/2025 23:00
T2,Critical,04/03/2025 03:00,Zone 3,VELMURUGAN Sri,System,Traffic,High Traffic occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,
High Traffic,Critical,22/04/2025 01:00,Zone 4,VELMURUGAN Sri,Network,Recovery,Network Outage occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
System Slowness,Low,18/06/2025 06:00,Zone 4,VELMURUGAN Sri,People,Recovery,System Slowness occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,
DB Failure,Critical,11/07/2025 01:00,Zone 2,Team A,System,Failure,Network Outage occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
Email Delay,Medium,13/07/2025 23:00,Zone 3,Operator 1,System,Failure,Incident Test occurred in Zone 5.,Issue investigated. Status: Open.,Closed,22/07/2025 23:00
T2,Low,18/09/2025 23:00,Zone 5,Operator 1,Property,Failure,High alert occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,22/09/2025 23:00
System Slowness,Low,22/04/2025 17:00,Zone 3,Monitoring Bot,System,Traffic,Network Outage occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
DB Failure,Low,25/03/2025 03:00,Zone 2,Admin,System,Recovery,Login Issue occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,01/04/2025 03:00
Network Outage,Medium,18/02/2025 13:00,Zone 5,Team A,System,Sabotage,T2 occurred in Zone 4.,Issue investigated. Status: Open.,Open,26/02/2025 13:00
T2,Critical,06/04/2025 20:00,Zone 2,VELMURUGAN Sri,Network,Traffic,Login Issue occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
Incident Test,High,10/01/2025 07:00,Zone 2,Team A,People,Recovery,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,
DB Failure,Critical,18/04/2025 20:00,Zone 4,VELMURUGAN Sri,Network,Performance,High Traffic occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,
Test,High,09/08/2025 15:00,Zone 4,Operator 1,Property,Performance,Test occurred in Zone 5.,Issue investigated. Status: Open.,Closed,
T2,Critical,08/07/2025 14:00,Zone 3,Admin,People,Recovery,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,
Email Delay,Low,06/04/2025 15:00,Zone 2,Operator 1,System,Sabotage,High Traffic occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
Test,Low,27/04/2025 08:00,Zone 1,Monitoring Bot,People,Performance,High Traffic occurred in Zone 4.,Issue investigated. Status: Open.,Closed,
Incident Test,High,18/06/2025 11:00,Zone 3,Operator 1,Property,Recovery,T2 occurred in Zone 3.,Issue investigated. Status: Closed.,Open,25/06/2025 11:00
High Traffic,High,06/04/2025 02:00,Zone 3,Operator 1,System,Recovery,DB Failure occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,
T2,Low,18/01/2025 19:00,Zone 3,Team A,People,Failure,High Traffic occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,
DB Failure,Low,28/07/2025 22:00,Zone 2,Operator 1,People,Recovery,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,Open,29/07/2025 22:00
Incident Test,Critical,25/08/2025 21:00,Zone 5,Operator 1,System,Failure,Login Issue occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
High alert,Medium,14/05/2025 16:00,Zone 5,Admin,Network,Traffic,System Slowness occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,
Test,Critical,13/02/2025 19:00,Zone 2,Operator 1,System,Performance,System Slowness occurred in Zone 5.,Issue investigated. Status: Closed.,Open,14/02/2025 19:00
High alert,High,19/07/2025 18:00,Zone 1,Monitoring Bot,People,Sabotage,Test occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,
Email Delay,Medium,23/10/2025 18:00,Zone 1,Monitoring Bot,People,Recovery,Network Outage occurred in Zone 3.,Issue investigated. Status: Open.,Open,28/10/2025 18:00
High alert,Medium,26/06/2025 21:00,Zone 3,Admin,Network,Traffic,DB Failure occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,29/06/2025 21:00
System Slowness,Low,20/04/2025 03:00,Zone 5,Admin,People,Recovery,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,30/04/2025 03:00
System Slowness,High,09/10/2025 04:00,Zone 1,VELMURUGAN Sri,People,Recovery,High alert occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,
Login Issue,High,13/04/2025 21:00,Zone 5,Operator 1,Network,Sabotage,High Traffic occurred in Zone 4.,Issue investigated. Status: Open.,Open,16/04/2025 21:00
Test,Critical,24/03/2025 07:00,Zone 4,Team A,Property,Recovery,Login Issue occurred in Zone 1.,Issue investigated. Status: Open.,Closed,26/03/2025 07:00
High alert,Critical,03/02/2025 02:00,Zone 4,Admin,Property,Failure,High Traffic occurred in Zone 4.,Issue investigated. Status: Open.,Open,11/02/2025 02:00
Email Delay,High,09/01/2025 12:00,Zone 4,VELMURUGAN Sri,System,Sabotage,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
T2,Medium,22/06/2025 08:00,Zone 2,VELMURUGAN Sri,People,Recovery,High Traffic occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,
High alert,High,18/01/2025 10:00,Zone 1,Admin,System,Traffic,High alert occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,25/01/2025 10:00
T2,Medium,19/03/2025 01:00,Zone 3,Monitoring Bot,People,Recovery,Email Delay occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,20/03/2025 01:00
High alert,Low,01/09/2025 16:00,Zone 2,Monitoring Bot,Network,Recovery,Incident Test occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,
Incident Test,Medium,23/06/2025 12:00,Zone 3,Monitoring Bot,Network,Failure,Test occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,26/06/2025 12:00
High alert,Critical,02/11/2025 09:00,Zone 1,VELMURUGAN Sri,System,Sabotage,System Slowness occurred in Zone 3.,Issue investigated. Status: Open.,Open,12/11/2025 09:00
T2,Low,19/08/2025 20:00,Zone 2,Admin,Property,Recovery,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,Open,23/08/2025 20:00
System Slowness,High,18/08/2025 10:00,Zone 1,Operator 1,People,Traffic,High alert occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,28/08/2025 10:00
T2,Medium,05/05/2025 12:00,Zone 2,Team A,People,Traffic,DB Failure occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,
Email Delay,Low,16/01/2025 19:00,Zone 4,Admin,System,Traffic,Test occurred in Zone 1.,Issue investigated. Status: Open.,Open,
DB Failure,Low,03/04/2025 03:00,Zone 4,Operator 1,People,Performance,Login Issue occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,10/04/2025 03:00
Network Outage,Low,24/01/2025 21:00,Zone 3,Admin,System,Performance,DB Failure occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,01/02/2025 21:00
System Slowness,Critical,16/11/2025 19:00,Zone 4,Monitoring Bot,Property,Performance,Incident Test occurred in Zone 2.,Issue investigated. Status: Open.,Open,
DB Failure,Low,07/05/2025 18:00,Zone 4,Team A,System,Sabotage,High alert occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,11/05/2025 18:00
High Traffic,Critical,04/05/2025 23:00,Zone 3,Team A,Property,Sabotage,Network Outage occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,07/05/2025 23:00
Test,High,08/03/2025 17:00,Zone 3,Team A,People,Sabotage,Login Issue occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,18/03/2025 17:00
T2,Critical,28/10/2025 23:00,Zone 3,Admin,System,Failure,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,
DB Failure,Medium,15/09/2025 03:00,Zone 1,VELMURUGAN Sri,System,Recovery,DB Failure occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,
Email Delay,Critical,16/02/2025 06:00,Zone 5,Admin,Property,Recovery,High alert occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Network Outage,High,11/05/2025 12:00,Zone 2,Monitoring Bot,People,Performance,DB Failure occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,
Network Outage,High,07/10/2025 15:00,Zone 5,Operator 1,Network,Traffic,T2 occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,14/10/2025 15:00
T2,Medium,27/09/2025 22:00,Zone 1,VELMURUGAN Sri,Property,Sabotage,Email Delay occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,07/10/2025 22:00
Network Outage,Low,20/10/2025 05:00,Zone 5,Operator 1,Property,Sabotage,High alert occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,20/10/2025 05:00
High alert,High,14/11/2025 04:00,Zone 2,Team A,System,Traffic,High alert occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,18/11/2025 04:00
High alert,Medium,01/05/2025 00:00,Zone 5,Operator 1,People,Recovery,High alert occurred in Zone 1.,Issue investigated. Status: Closed.,Open,09/05/2025 00:00
High Traffic,Medium,26/10/2025 15:00,Zone 4,VELMURUGAN Sri,Network,Sabotage,Test occurred in Zone 2.,Issue investigated. Status: Open.,Open,01/11/2025 15:00
High alert,Medium,09/05/2025 07:00,Zone 5,Team A,System,Sabotage,High alert occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,17/05/2025 07:00
Test,High,28/04/2025 09:00,Zone 2,Monitoring Bot,System,Traffic,Test occurred in Zone 3.,Issue investigated. Status: Open.,Closed,02/05/2025 09:00
High alert,High,05/11/2025 05:00,Zone 4,Admin,Property,Recovery,DB Failure occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,09/11/2025 05:00
High alert,High,04/03/2025 14:00,Zone 3,Monitoring Bot,Network,Sabotage,Network Outage occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,
Test,Low,13/04/2025 10:00,Zone 1,Monitoring Bot,Property,Recovery,System Slowness occurred in Zone 2.,Issue investigated. Status: Closed.,Open,18/04/2025 10:00
Email Delay,Low,21/06/2025 17:00,Zone 4,VELMURUGAN Sri,Property,Failure,DB Failure occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,29/06/2025 17:00
DB Failure,High,30/08/2025 06:00,Zone 5,Team A,Network,Performance,Login Issue occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,
DB Failure,Medium,21/10/2025 20:00,Zone 2,Monitoring Bot,System,Failure,High Traffic occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,
T2,Low,17/05/2025 23:00,Zone 2,Team A,System,Recovery,Network Outage occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,27/05/2025 23:00
Network Outage,High,26/10/2025 12:00,Zone 2,Operator 1,People,Failure,Login Issue occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Login Issue,Medium,17/01/2025 00:00,Zone 4,Monitoring Bot,Property,Performance,Login Issue occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,24/01/2025 00:00
Network Outage,Medium,26/08/2025 03:00,Zone 4,Monitoring Bot,People,Traffic,Incident Test occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,02/09/2025 03:00
Login Issue,Critical,09/02/2025 23:00,Zone 1,Operator 1,People,Sabotage,DB Failure occurred in Zone 3.,Issue investigated. Status: Open.,Closed,
Incident Test,Low,03/09/2025 12:00,Zone 3,Admin,Property,Traffic,System Slowness occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,05/09/2025 12:00
Incident Test,Medium,07/11/2025 16:00,Zone 4,Operator 1,People,Sabotage,Network Outage occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,
DB Failure,Low,28/01/2025 12:00,Zone 1,Monitoring Bot,People,Traffic,System Slowness occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
Incident Test,High,27/07/2025 12:00,Zone 3,Monitoring Bot,Network,Traffic,High Traffic occurred in Zone 4.,Issue investigated. Status: Closed.,Open,29/07/2025 12:00
Email Delay,High,06/04/2025 04:00,Zone 3,Monitoring Bot,Property,Failure,Login Issue occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,07/04/2025 04:00
Email Delay,Low,15/01/2025 09:00,Zone 2,Admin,System,Recovery,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,
DB Failure,Low,12/06/2025 09:00,Zone 3,VELMURUGAN Sri,Network,Performance,Incident Test occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
DB Failure,Low,15/04/2025 05:00,Zone 2,Admin,Network,Recovery,Email Delay occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Incident Test,High,30/09/2025 08:00,Zone 2,Admin,Property,Traffic,Incident Test occurred in Zone 5.,Issue investigated. Status: Open.,Open,08/10/2025 08:00
Email Delay,High,17/06/2025 17:00,Zone 3,Admin,System,Recovery,DB Failure occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,27/06/2025 17:00
Incident Test,Critical,24/01/2025 10:00,Zone 3,Monitoring Bot,Network,Traffic,High alert occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,
Network Outage,Low,06/11/2025 11:00,Zone 2,Admin,Property,Failure,High alert occurred in Zone 4.,Issue investigated. Status: Open.,Closed,
High alert,Critical,11/01/2025 21:00,Zone 1,Team A,System,Failure,DB Failure occurred in Zone 4.,Issue investigated. Status: Open.,Closed,
DB Failure,Critical,26/02/2025 18:00,Zone 2,VELMURUGAN Sri,System,Performance,Login Issue occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,07/03/2025 18:00
DB Failure,Low,31/10/2025 18:00,Zone 1,Monitoring Bot,Network,Sabotage,System Slowness occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,07/11/2025 18:00
DB Failure,High,07/06/2025 14:00,Zone 5,VELMURUGAN Sri,People,Failure,System Slowness occurred in Zone 5.,Issue investigated. Status: Closed.,Open,11/06/2025 14:00
Network Outage,Low,26/11/2025 23:00,Zone 1,Team A,Network,Performance,Login Issue occurred in Zone 4.,Issue investigated. Status: Open.,Open,28/11/2025 23:00
T2,Low,19/01/2025 11:00,Zone 1,Operator 1,System,Recovery,System Slowness occurred in Zone 2.,Issue investigated. Status: Open.,Open,19/01/2025 11:00
DB Failure,Low,29/07/2025 11:00,Zone 4,VELMURUGAN Sri,Network,Performance,T2 occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,
Test,Medium,09/03/2025 09:00,Zone 3,VELMURUGAN Sri,People,Performance,Network Outage occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,11/03/2025 09:00
Network Outage,Critical,01/07/2025 11:00,Zone 5,Admin,Network,Sabotage,High Traffic occurred in Zone 1.,Issue investigated. Status: Closed.,Open,10/07/2025 11:00
DB Failure,Critical,16/04/2025 05:00,Zone 2,Team A,Network,Failure,Incident Test occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,21/04/2025 05:00
T2,Low,25/03/2025 19:00,Zone 4,Monitoring Bot,Network,Sabotage,Test occurred in Zone 1.,Issue investigated. Status: Open.,Closed,
High alert,Medium,12/10/2025 13:00,Zone 3,Operator 1,System,Failure,Login Issue occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,18/10/2025 13:00
Incident Test,High,17/07/2025 04:00,Zone 5,Operator 1,Network,Traffic,Test occurred in Zone 1.,Issue investigated. Status: Open.,Open,
High alert,Medium,21/09/2025 18:00,Zone 5,Admin,System,Failure,High Traffic occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,
Test,High,15/09/2025 10:00,Zone 3,Admin,Property,Performance,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,Open,
Network Outage,High,29/08/2025 15:00,Zone 3,Operator 1,System,Sabotage,Test occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,01/09/2025 15:00
Network Outage,Medium,07/04/2025 01:00,Zone 1,VELMURUGAN Sri,People,Recovery,High alert occurred in Zone 2.,Issue investigated. Status: Closed.,Closed,17/04/2025 01:00
DB Failure,High,18/04/2025 05:00,Zone 5,Operator 1,People,Sabotage,Login Issue occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,23/04/2025 05:00
Login Issue,Critical,12/01/2025 17:00,Zone 1,Monitoring Bot,Network,Recovery,Incident Test occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,
Incident Test,Medium,27/11/2025 10:00,Zone 5,Monitoring Bot,Network,Traffic,DB Failure occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,
Test,Medium,11/10/2025 06:00,Zone 2,Team A,Property,Performance,High alert occurred in Zone 1.,Issue investigated. Status: Closed.,Open,12/10/2025 06:00
T2,Low,16/05/2025 10:00,Zone 3,Admin,System,Sabotage,System Slowness occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,
Test,Critical,19/02/2025 16:00,Zone 2,Monitoring Bot,Network,Sabotage,DB Failure occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,20/02/2025 16:00
T2,Low,29/01/2025 05:00,Zone 1,Monitoring Bot,Network,Performance,Network Outage occurred in Zone 2.,Issue investigated. Status: In Progress.,Open,
Incident Test,High,25/03/2025 16:00,Zone 4,Monitoring Bot,People,Performance,Test occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,27/03/2025 16:00
Network Outage,Low,23/07/2025 12:00,Zone 4,VELMURUGAN Sri,People,Failure,Test occurred in Zone 5.,Issue investigated. Status: Open.,Open,29/07/2025 12:00
System Slowness,Critical,05/08/2025 04:00,Zone 1,VELMURUGAN Sri,System,Failure,Login Issue occurred in Zone 2.,Issue investigated. Status: Open.,Open,
High Traffic,Critical,18/06/2025 09:00,Zone 2,VELMURUGAN Sri,Network,Recovery,Incident Test occurred in Zone 2.,Issue investigated. Status: Closed.,Open,23/06/2025 09:00
Network Outage,High,18/01/2025 06:00,Zone 4,VELMURUGAN Sri,People,Traffic,Login Issue occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,
DB Failure,Low,30/10/2025 18:00,Zone 1,Admin,Property,Recovery,Test occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,05/11/2025 18:00
Network Outage,Critical,20/08/2025 01:00,Zone 2,Operator 1,System,Failure,Email Delay occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,
